,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_date
11455,Bronx,Longwood,40.82226,-73.88906,Private room,60,3,8,0.19,1,363,2018.0,1.0,3.0
11456,Manhattan,Harlem,40.80541,-73.95198,Entire home/apt,95,2,5,0.11,1,0,2016.0,2.0,21.0
11457,Bronx,Norwood,40.87709,-73.88228,Private room,38,1,50,1.1,4,267,2018.0,6.0,27.0
11458,Queens,Long Island City,40.75216,-73.94099,Shared room,150,3,0,0.0,1,0,0.0,0.0,0.0
11459,Queens,Forest Hills,40.71372,-73.83693,Entire home/apt,125,1,2,0.05,1,0,2016.0,8.0,10.0
11460,Manhattan,East Harlem,40.79212,-73.95032,Private room,125,2,1,0.02,1,0,2015.0,11.0,3.0
11461,Manhattan,Upper East Side,40.77837,-73.95318,Entire home/apt,130,5,0,0.0,1,0,0.0,0.0,0.0
11462,Brooklyn,Williamsburg,40.7074,-73.94063,Private room,59,3,59,1.3,2,119,2019.0,6.0,30.0
11463,Manhattan,Harlem,40.82494,-73.943,Entire home/apt,65,2,32,0.73,1,16,2019.0,6.0,17.0
11464,Brooklyn,Williamsburg,40.72227,-73.95788,Entire home/apt,259,2,222,4.9,1,250,2019.0,6.0,17.0
11465,Manhattan,East Village,40.72822,-73.98128,Private room,90,3,0,0.0,1,0,0.0,0.0,0.0
11466,Manhattan,Harlem,40.81491,-73.94779,Private room,60,30,22,0.51,1,0,2019.0,5.0,15.0
11467,Brooklyn,Bushwick,40.70544,-73.91993,Private room,95,2,20,0.45,2,191,2019.0,6.0,2.0
11468,Brooklyn,Crown Heights,40.66838,-73.95624,Shared room,45,1,1,0.02,2,0,2015.0,11.0,11.0
11469,Manhattan,Upper West Side,40.77757,-73.97932,Entire home/apt,133,3,38,0.89,1,2,2019.0,6.0,30.0
11470,Manhattan,Hell's Kitchen,40.75994,-73.98812,Entire home/apt,259,2,103,2.29,1,34,2019.0,6.0,21.0
11471,Brooklyn,Park Slope,40.6711,-73.9772,Entire home/apt,150,7,40,0.89,1,279,2019.0,6.0,25.0
11472,Brooklyn,Bushwick,40.69846,-73.91202,Private room,35,1,0,0.0,1,0,0.0,0.0,0.0
11473,Manhattan,Lower East Side,40.72189,-73.99187,Entire home/apt,139,3,6,0.13,1,0,2016.0,10.0,27.0
11474,Manhattan,Morningside Heights,40.81417,-73.9603,Private room,39,3,6,0.13,1,0,2016.0,1.0,23.0
11475,Brooklyn,Red Hook,40.67668,-74.00247,Entire home/apt,125,1,0,0.0,1,0,0.0,0.0,0.0
11476,Manhattan,Upper West Side,40.7941,-73.96314,Entire home/apt,434,5,1,0.05,1,0,2018.0,1.0,3.0
11477,Manhattan,East Village,40.72179,-73.97951,Entire home/apt,500,2,0,0.0,1,0,0.0,0.0,0.0
11478,Brooklyn,Greenpoint,40.73262,-73.95209,Entire home/apt,100,1,2,0.05,1,0,2015.0,11.0,29.0
11479,Queens,Sunnyside,40.74746,-73.91416,Entire home/apt,99,3,40,0.91,1,128,2019.0,6.0,10.0
11480,Brooklyn,Bushwick,40.69744,-73.90773,Private room,70,4,57,1.44,2,333,2019.0,6.0,23.0
11481,Manhattan,Nolita,40.72217,-73.99375,Entire home/apt,200,1,0,0.0,1,0,0.0,0.0,0.0
11482,Brooklyn,Crown Heights,40.67653,-73.93766,Private room,88,4,64,1.44,1,68,2019.0,5.0,11.0
11483,Brooklyn,Bedford-Stuyvesant,40.68112,-73.94409,Entire home/apt,115,1,0,0.0,1,0,0.0,0.0,0.0
11484,Manhattan,Harlem,40.81425,-73.9516,Private room,75,3,0,0.0,1,0,0.0,0.0,0.0
11485,Brooklyn,Park Slope,40.66795,-73.98053,Entire home/apt,140,40,59,1.31,1,126,2017.0,8.0,28.0
11486,Manhattan,East Harlem,40.79207,-73.94196,Private room,80,1,16,1.15,2,345,2019.0,5.0,4.0
11487,Brooklyn,Bushwick,40.69451,-73.92397,Private room,44,1,1,0.02,1,0,2015.0,12.0,27.0
11488,Manhattan,Chelsea,40.74226,-73.99608,Entire home/apt,269,30,0,0.0,121,337,0.0,0.0,0.0
11489,Brooklyn,Prospect Heights,40.6791,-73.97369,Entire home/apt,150,1,0,0.0,1,0,0.0,0.0,0.0
11490,Manhattan,West Village,40.7382,-74.00299,Entire home/apt,299,5,4,0.09,1,0,2016.0,7.0,5.0
11491,Brooklyn,Williamsburg,40.70573,-73.92887,Entire home/apt,195,4,85,1.93,1,63,2019.0,6.0,19.0
11492,Brooklyn,Williamsburg,40.71282,-73.95537,Entire home/apt,140,3,8,0.18,1,0,2018.0,11.0,9.0
11493,Manhattan,Hell's Kitchen,40.76263,-73.98909,Entire home/apt,180,1,1,0.02,1,0,2015.0,12.0,13.0
11494,Queens,Sunnyside,40.74153,-73.91806,Entire home/apt,84,2,0,0.0,1,0,0.0,0.0,0.0
11495,Queens,Woodside,40.74688,-73.90674,Private room,70,3,138,3.1,1,54,2019.0,6.0,20.0
11496,Brooklyn,Bushwick,40.68587,-73.91435,Private room,55,1,4,0.19,26,365,2018.0,5.0,20.0
11497,Brooklyn,Bedford-Stuyvesant,40.69349,-73.94746,Private room,65,5,1,0.02,1,0,2016.0,3.0,6.0
11498,Brooklyn,Bushwick,40.68591,-73.91344,Private room,45,1,18,0.41,26,250,2018.0,2.0,26.0
11499,Brooklyn,Borough Park,40.62251,-73.99397,Entire home/apt,96,14,93,2.06,1,73,2019.0,6.0,23.0
11500,Manhattan,SoHo,40.72476,-74.00387,Private room,82,1,228,5.11,2,28,2019.0,7.0,5.0
11501,Manhattan,Upper East Side,40.77162,-73.95808,Entire home/apt,150,1,6,0.14,1,0,2016.0,7.0,26.0
11502,Brooklyn,Williamsburg,40.71454,-73.95894,Private room,125,3,1,0.02,1,0,2015.0,10.0,27.0
11503,Brooklyn,Sunset Park,40.6503,-74.00231,Entire home/apt,115,5,1,0.02,1,0,2016.0,1.0,3.0
11504,Manhattan,Chinatown,40.71719,-73.99109,Entire home/apt,145,30,60,1.38,1,15,2019.0,6.0,20.0
11505,Brooklyn,Greenpoint,40.72024,-73.95483,Entire home/apt,169,1,22,2.59,1,39,2019.0,7.0,2.0
11506,Brooklyn,East Flatbush,40.65012,-73.94056,Private room,75,1,15,0.33,1,355,2018.0,10.0,8.0
11507,Manhattan,Upper West Side,40.80356,-73.9698,Entire home/apt,100,7,2,0.05,1,0,2016.0,8.0,16.0
11508,Brooklyn,Prospect-Lefferts Gardens,40.66141,-73.9615,Entire home/apt,69,45,1,0.03,2,0,2016.0,9.0,1.0
11509,Queens,Astoria,40.76786,-73.92433,Private room,45,1,137,3.06,9,283,2019.0,6.0,16.0
11510,Queens,Ditmars Steinway,40.77987,-73.90309,Entire home/apt,75,7,0,0.0,1,0,0.0,0.0,0.0
11511,Queens,Astoria,40.76783,-73.92316,Private room,55,1,143,3.19,9,276,2019.0,6.0,21.0
11512,Queens,Astoria,40.76801,-73.92501,Private room,55,1,78,1.78,9,311,2019.0,6.0,20.0
11513,Queens,Astoria,40.76832,-73.92346,Private room,48,1,150,3.39,9,323,2019.0,6.0,23.0
11514,Queens,Astoria,40.76942,-73.92343,Private room,50,1,99,2.21,9,341,2019.0,5.0,20.0
11515,Brooklyn,Greenpoint,40.72569,-73.95515,Private room,56,2,1,0.02,1,0,2016.0,1.0,3.0
11516,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.9607,Private room,65,28,13,0.3,3,319,2019.0,2.0,5.0
11517,Brooklyn,Sunset Park,40.64469,-74.01035,Entire home/apt,140,2,74,1.65,1,2,2018.0,12.0,16.0
11518,Brooklyn,Prospect-Lefferts Gardens,40.6583,-73.95405,Private room,95,2,57,1.27,1,209,2019.0,6.0,24.0
11519,Manhattan,Harlem,40.82647,-73.94747,Private room,73,2,92,2.08,2,177,2019.0,6.0,12.0
11520,Manhattan,East Village,40.72566,-73.98323,Entire home/apt,230,1,0,0.0,1,0,0.0,0.0,0.0
11521,Manhattan,Roosevelt Island,40.76348,-73.94859,Entire home/apt,180,7,2,0.05,2,0,2017.0,1.0,2.0
11522,Brooklyn,Prospect Heights,40.67985,-73.96454,Private room,47,7,8,0.18,1,0,2017.0,6.0,14.0
11523,Manhattan,Midtown,40.74387,-73.98496,Shared room,55,5,5,0.12,3,0,2019.0,6.0,20.0
11524,Brooklyn,Crown Heights,40.66776,-73.957,Entire home/apt,125,2,10,0.22,2,0,2016.0,4.0,18.0
11525,Queens,Astoria,40.7601,-73.91929,Private room,60,2,5,0.21,1,0,2018.0,6.0,1.0
11526,Manhattan,Murray Hill,40.74637,-73.97469,Entire home/apt,104,1,0,0.0,1,0,0.0,0.0,0.0
11527,Brooklyn,Cobble Hill,40.68653,-73.99288,Entire home/apt,225,3,1,0.03,1,0,2016.0,4.0,12.0
11528,Brooklyn,Canarsie,40.64455,-73.90978,Entire home/apt,169,2,30,0.87,1,345,2019.0,6.0,30.0
11529,Brooklyn,East Flatbush,40.64595,-73.9504,Private room,45,30,7,0.15,7,124,2017.0,2.0,16.0
11530,Manhattan,East Village,40.72143,-73.97824,Entire home/apt,130,5,4,0.09,1,0,2017.0,1.0,1.0
11531,Brooklyn,Williamsburg,40.70666,-73.93788,Private room,53,3,1,0.02,1,0,2015.0,12.0,31.0
11532,Brooklyn,Bedford-Stuyvesant,40.67851,-73.92002,Entire home/apt,150,2,121,2.69,1,287,2019.0,6.0,14.0
11533,Manhattan,Midtown,40.75531,-73.97147,Private room,140,1,13,0.29,2,0,2016.0,5.0,17.0
11534,Manhattan,Upper East Side,40.77595,-73.94969,Entire home/apt,295,4,0,0.0,1,0,0.0,0.0,0.0
11535,Manhattan,Upper West Side,40.80101,-73.96076,Private room,98,2,1,0.02,2,0,2015.0,12.0,20.0
11536,Brooklyn,Clinton Hill,40.68699,-73.9639,Entire home/apt,120,3,88,2.04,1,49,2019.0,6.0,26.0
11537,Manhattan,Midtown,40.75687,-73.96639,Entire home/apt,170,3,1,0.02,1,0,2015.0,12.0,9.0
11538,Manhattan,Harlem,40.82325,-73.94444,Private room,47,14,19,0.54,2,210,2019.0,5.0,26.0
11539,Brooklyn,Sheepshead Bay,40.5974,-73.96211,Entire home/apt,129,2,137,3.55,2,133,2019.0,7.0,2.0
11540,Brooklyn,Sheepshead Bay,40.59629,-73.96367,Entire home/apt,119,2,174,3.88,2,65,2019.0,6.0,30.0
11541,Brooklyn,Clinton Hill,40.68713,-73.96226,Shared room,99,3,0,0.0,1,0,0.0,0.0,0.0
11542,Manhattan,Chelsea,40.74044,-74.00326,Entire home/apt,225,1,0,0.0,1,0,0.0,0.0,0.0
11543,Brooklyn,Crown Heights,40.6758,-73.93185,Private room,50,6,24,0.54,1,0,2018.0,5.0,13.0
11544,Manhattan,Upper East Side,40.76066,-73.96372,Entire home/apt,100,20,16,0.6,1,49,2019.0,5.0,31.0
11545,Brooklyn,Fort Greene,40.69402,-73.97274,Private room,55,1,3,0.09,1,0,2018.0,12.0,31.0
11546,Brooklyn,Gowanus,40.66864,-73.99484,Private room,155,1,0,0.0,1,0,0.0,0.0,0.0
11547,Brooklyn,Williamsburg,40.71223,-73.94864,Entire home/apt,275,3,51,1.14,1,0,2017.0,12.0,3.0
11548,Brooklyn,Bushwick,40.69689,-73.93333,Private room,65,2,6,0.13,1,156,2016.0,9.0,10.0
11549,Brooklyn,Crown Heights,40.66352,-73.96005,Entire home/apt,170,3,28,0.62,1,0,2018.0,10.0,1.0
11550,Bronx,Concourse Village,40.82705,-73.91337,Private room,95,2,6,0.14,1,173,2016.0,8.0,14.0
11551,Manhattan,Chelsea,40.74569,-73.99183,Entire home/apt,129,30,0,0.0,121,164,0.0,0.0,0.0
11552,Manhattan,Harlem,40.80473,-73.94763,Entire home/apt,175,3,186,4.12,1,187,2019.0,7.0,5.0
11553,Manhattan,Chelsea,40.74463,-73.9919,Entire home/apt,136,30,0,0.0,121,349,0.0,0.0,0.0
11554,Manhattan,Upper West Side,40.78172,-73.97825,Entire home/apt,190,1,0,0.0,1,0,0.0,0.0,0.0
11555,Brooklyn,Williamsburg,40.70862,-73.95432,Entire home/apt,150,2,19,0.42,1,0,2017.0,10.0,14.0
11556,Brooklyn,Bushwick,40.69502,-73.93126,Entire home/apt,75,3,6,0.15,1,0,2017.0,8.0,29.0
11557,Manhattan,Theater District,40.75935,-73.9875,Entire home/apt,590,1,0,0.0,2,0,0.0,0.0,0.0
11558,Manhattan,Harlem,40.80307,-73.946,Entire home/apt,169,5,0,0.0,1,0,0.0,0.0,0.0
11559,Brooklyn,Bedford-Stuyvesant,40.6863,-73.92635,Private room,51,1,2,0.05,1,0,2015.0,11.0,28.0
11560,Manhattan,Harlem,40.80049,-73.95533,Entire home/apt,899,6,52,1.16,2,287,2019.0,6.0,22.0
11561,Manhattan,East Village,40.72477,-73.98836,Private room,90,7,0,0.0,2,0,0.0,0.0,0.0
11562,Brooklyn,East Flatbush,40.64601,-73.94886,Shared room,25,30,8,0.18,7,343,2017.0,7.0,1.0
11563,Queens,Elmhurst,40.74085,-73.89022,Private room,65,1,123,2.76,2,333,2019.0,6.0,22.0
11564,Brooklyn,Bedford-Stuyvesant,40.68003,-73.92094,Private room,42,1,122,2.84,4,340,2019.0,6.0,23.0
11565,Brooklyn,Bedford-Stuyvesant,40.68654,-73.95044,Private room,40,5,12,0.28,1,0,2019.0,3.0,10.0
11566,Brooklyn,East Flatbush,40.64335,-73.94888,Private room,60,2,9,0.21,4,361,2019.0,7.0,1.0
11567,Manhattan,Greenwich Village,40.72744,-73.99979,Entire home/apt,157,3,2,0.1,1,0,2017.0,11.0,25.0
11568,Manhattan,Lower East Side,40.7154,-73.98473,Entire home/apt,170,1,1,0.02,1,0,2015.0,11.0,26.0
11569,Brooklyn,Bedford-Stuyvesant,40.68915,-73.92467,Private room,50,3,15,0.33,2,217,2019.0,2.0,28.0
11570,Queens,Long Island City,40.74417,-73.94964,Private room,55,1,33,2.1,2,293,2019.0,4.0,22.0
11571,Brooklyn,Crown Heights,40.67867,-73.96276,Private room,45,3,3,0.07,1,0,2015.0,11.0,25.0
11572,Manhattan,Chelsea,40.7449,-73.99167,Entire home/apt,109,30,1,0.03,121,184,2016.0,10.0,31.0
11573,Brooklyn,Bedford-Stuyvesant,40.68973,-73.93785,Entire home/apt,105,4,131,2.92,1,55,2019.0,6.0,17.0
11574,Manhattan,East Harlem,40.79405,-73.93429,Entire home/apt,150,1,48,1.07,3,326,2019.0,6.0,23.0
11575,Manhattan,Harlem,40.81999,-73.93933,Private room,45,14,1,0.02,1,0,2016.0,1.0,5.0
11576,Brooklyn,East Flatbush,40.64517,-73.94843,Shared room,40,30,5,0.11,7,365,2018.0,5.0,3.0
11577,Brooklyn,Park Slope,40.67037,-73.97637,Private room,105,5,32,0.71,2,312,2019.0,5.0,25.0
11578,Manhattan,Midtown,40.76135,-73.96707,Entire home/apt,135,30,8,0.19,12,282,2018.0,9.0,9.0
11579,Manhattan,Lower East Side,40.71067,-73.98695,Private room,180,1,0,0.0,1,0,0.0,0.0,0.0
11580,Brooklyn,Bedford-Stuyvesant,40.68466,-73.92576,Entire home/apt,150,1,1,0.02,1,0,2015.0,11.0,2.0
11581,Brooklyn,Bedford-Stuyvesant,40.68757,-73.93032,Entire home/apt,70,2,77,1.77,1,274,2019.0,6.0,29.0
11582,Brooklyn,Clinton Hill,40.68724,-73.96361,Entire home/apt,120,2,28,0.64,1,294,2019.0,6.0,30.0
11583,Manhattan,East Village,40.7268,-73.98027,Private room,89,1,0,0.0,1,0,0.0,0.0,0.0
11584,Manhattan,East Village,40.72247,-73.98435,Private room,100,1,5,0.12,1,0,2017.0,1.0,4.0
11585,Manhattan,Morningside Heights,40.81111,-73.95465,Private room,125,1,27,2.87,1,80,2019.0,5.0,28.0
11586,Manhattan,Upper East Side,40.77762,-73.9516,Entire home/apt,170,1,190,4.36,1,260,2019.0,6.0,17.0
11587,Manhattan,Upper West Side,40.79807,-73.96894,Private room,80,1,1,0.02,1,0,2015.0,11.0,3.0
11588,Brooklyn,Bedford-Stuyvesant,40.6899,-73.93228,Private room,249,3,5,0.45,3,360,2019.0,7.0,2.0
11589,Brooklyn,Williamsburg,40.71623,-73.9579,Entire home/apt,350,3,4,0.09,1,0,2016.0,5.0,22.0
11590,Manhattan,Midtown,40.75251,-73.97262,Entire home/apt,175,30,0,0.0,49,365,0.0,0.0,0.0
11591,Brooklyn,Park Slope,40.673,-73.98076,Private room,120,20,0,0.0,1,365,0.0,0.0,0.0
11592,Manhattan,Midtown,40.75759,-73.96902,Entire home/apt,230,30,0,0.0,49,332,0.0,0.0,0.0
11593,Brooklyn,Bushwick,40.69989,-73.92352,Private room,100,1,0,0.0,1,0,0.0,0.0,0.0
11594,Manhattan,East Village,40.7232,-73.98561,Entire home/apt,139,3,11,0.25,1,0,2018.0,5.0,28.0
11595,Brooklyn,Bushwick,40.70288,-73.91506,Entire home/apt,89,4,5,0.12,1,2,2018.0,9.0,6.0
11596,Brooklyn,Greenpoint,40.72614,-73.94007,Entire home/apt,159,30,6,0.15,52,343,2019.0,6.0,4.0
11597,Manhattan,Financial District,40.70726,-74.01429,Entire home/apt,229,30,0,0.0,121,184,0.0,0.0,0.0
11598,Brooklyn,Gravesend,40.58892,-73.97379,Private room,70,3,67,1.53,2,40,2018.0,10.0,7.0
11599,Manhattan,Upper West Side,40.78487,-73.9754,Entire home/apt,125,1,0,0.0,1,0,0.0,0.0,0.0
11600,Manhattan,East Village,40.72314,-73.97929,Entire home/apt,200,5,10,0.26,1,0,2018.0,12.0,28.0
11601,Manhattan,Financial District,40.70776,-74.01514,Entire home/apt,169,30,2,0.05,121,364,2016.0,6.0,28.0
11602,Manhattan,West Village,40.73139,-74.00452,Entire home/apt,175,1,0,0.0,1,0,0.0,0.0,0.0
11603,Manhattan,Lower East Side,40.71873,-73.98394,Entire home/apt,150,1,0,0.0,1,0,0.0,0.0,0.0
11604,Brooklyn,Greenpoint,40.72698,-73.94911,Private room,90,1,116,3.17,1,76,2019.0,6.0,9.0
11605,Manhattan,Harlem,40.80093,-73.95012,Entire home/apt,165,1,0,0.0,2,0,0.0,0.0,0.0
11606,Manhattan,Gramercy,40.73744,-73.98413,Entire home/apt,305,3,175,3.89,1,132,2019.0,6.0,21.0
11607,Brooklyn,Williamsburg,40.70742,-73.94185,Entire home/apt,200,3,0,0.0,1,0,0.0,0.0,0.0
11608,Manhattan,Upper West Side,40.77739,-73.98231,Entire home/apt,88,29,71,1.62,1,95,2019.0,6.0,2.0
11609,Manhattan,Upper East Side,40.77029,-73.95812,Entire home/apt,110,3,69,1.78,1,5,2018.0,9.0,10.0
11610,Queens,Bellerose,40.72756,-73.71795,Entire home/apt,42,3,0,0.0,1,0,0.0,0.0,0.0
11611,Brooklyn,Crown Heights,40.66869,-73.96022,Entire home/apt,150,2,11,0.24,1,0,2016.0,10.0,9.0
11612,Brooklyn,Flatbush,40.65061,-73.96125,Private room,50,27,6,0.14,2,0,2017.0,9.0,30.0
11613,Brooklyn,Clinton Hill,40.6921,-73.96603,Entire home/apt,125,3,3,0.08,2,0,2017.0,1.0,2.0
11614,Manhattan,Upper West Side,40.77188,-73.98847,Entire home/apt,125,7,4,0.1,1,0,2017.0,4.0,8.0
11615,Manhattan,Chinatown,40.71434,-73.99342,Private room,80,4,1,0.02,1,0,2015.0,11.0,2.0
11616,Manhattan,Washington Heights,40.8512,-73.93693,Private room,75,1,0,0.0,1,0,0.0,0.0,0.0
11617,Manhattan,Kips Bay,40.74208,-73.98084,Entire home/apt,120,1,4,0.1,1,0,2016.0,4.0,1.0
11618,Brooklyn,Fort Greene,40.68785,-73.97682,Private room,79,7,1,0.02,1,0,2015.0,10.0,23.0
11619,Manhattan,East Village,40.72737,-73.98605,Private room,90,7,0,0.0,1,0,0.0,0.0,0.0
11620,Manhattan,SoHo,40.72038,-73.99818,Entire home/apt,190,2,10,0.97,1,41,2019.0,7.0,1.0
11621,Manhattan,Financial District,40.70574,-74.00809,Entire home/apt,239,30,2,0.09,121,186,2018.0,6.0,10.0
11622,Manhattan,Greenwich Village,40.72874,-74.00122,Entire home/apt,200,2,29,0.65,1,0,2019.0,1.0,1.0
11623,Staten Island,Grymes Hill,40.61201,-74.09513,Entire home/apt,200,1,1,0.02,1,0,2015.0,11.0,1.0
11624,Manhattan,Harlem,40.81345,-73.94659,Entire home/apt,175,7,44,0.99,3,193,2019.0,6.0,29.0
11625,Manhattan,West Village,40.73208,-74.00393,Entire home/apt,200,4,1,0.02,1,0,2016.0,1.0,1.0
11626,Brooklyn,Bedford-Stuyvesant,40.67867,-73.92282,Entire home/apt,130,3,129,2.93,1,163,2019.0,6.0,11.0
11627,Manhattan,East Harlem,40.79717,-73.93519,Entire home/apt,95,1,2,0.04,1,0,2015.0,11.0,18.0
11628,Manhattan,Lower East Side,40.72176,-73.99345,Entire home/apt,140,7,3,0.07,1,0,2016.0,1.0,5.0
11629,Queens,Long Island City,40.74977,-73.93979,Private room,100,4,46,1.18,1,284,2019.0,6.0,29.0
11630,Manhattan,Inwood,40.86703,-73.93007,Private room,75,3,1,0.03,1,89,2016.0,7.0,8.0
11631,Manhattan,Harlem,40.80193,-73.95573,Private room,74,1,0,0.0,1,0,0.0,0.0,0.0
11632,Manhattan,Upper East Side,40.7737,-73.95616,Shared room,80,1,17,0.38,1,0,2016.0,4.0,23.0
11633,Brooklyn,Williamsburg,40.71594,-73.95991,Private room,60,2,1,0.52,1,0,2019.0,5.0,12.0
11634,Brooklyn,Prospect-Lefferts Gardens,40.66289,-73.96175,Entire home/apt,125,2,125,2.79,2,229,2019.0,6.0,30.0
11635,Brooklyn,Bedford-Stuyvesant,40.68532,-73.9571,Private room,80,1,2,0.05,1,0,2015.0,12.0,29.0
11636,Brooklyn,Flatbush,40.65228,-73.96428,Entire home/apt,97,2,22,0.54,1,2,2019.0,5.0,21.0
11637,Manhattan,Harlem,40.82642,-73.93668,Private room,79,1,0,0.0,1,0,0.0,0.0,0.0
11638,Manhattan,East Village,40.72246,-73.97912,Private room,110,3,2,0.05,1,0,2016.0,6.0,12.0
11639,Brooklyn,Crown Heights,40.66588,-73.95677,Entire home/apt,140,3,60,1.34,1,37,2019.0,6.0,10.0
11640,Brooklyn,Bedford-Stuyvesant,40.68758,-73.94572,Private room,57,5,14,0.37,2,216,2019.0,5.0,29.0
11641,Manhattan,East Harlem,40.78972,-73.9503,Private room,195,1,0,0.0,1,0,0.0,0.0,0.0
11642,Manhattan,Theater District,40.75891,-73.9845,Entire home/apt,175,30,0,0.0,49,333,0.0,0.0,0.0
11643,Brooklyn,Crown Heights,40.67192,-73.95116,Private room,50,3,1,0.03,1,0,2016.0,6.0,30.0
11644,Manhattan,Upper East Side,40.7837,-73.94877,Entire home/apt,180,1,1,0.02,4,0,2016.0,1.0,5.0
11645,Queens,Sunnyside,40.74502,-73.91355,Entire home/apt,180,3,0,0.0,1,0,0.0,0.0,0.0
11646,Manhattan,Harlem,40.80822,-73.94264,Entire home/apt,180,2,18,0.42,1,29,2019.0,6.0,13.0
11647,Brooklyn,Crown Heights,40.67089,-73.94825,Entire home/apt,100,2,13,0.31,1,0,2018.0,9.0,9.0
11648,Brooklyn,Greenpoint,40.73258,-73.95582,Entire home/apt,175,2,21,1.4,1,38,2019.0,5.0,19.0
11649,Manhattan,Theater District,40.7594,-73.98634,Private room,210,3,0,0.0,2,0,0.0,0.0,0.0
11650,Manhattan,East Village,40.72517,-73.99023,Private room,100,3,3,0.07,1,0,2016.0,1.0,3.0
11651,Brooklyn,Williamsburg,40.71256,-73.95224,Entire home/apt,250,2,1,0.02,1,0,2015.0,12.0,6.0
11652,Brooklyn,South Slope,40.6647,-73.97791,Entire home/apt,55,3,0,0.0,2,0,0.0,0.0,0.0
11653,Brooklyn,Bushwick,40.69709,-73.91435,Private room,80,3,0,0.0,1,0,0.0,0.0,0.0
11654,Manhattan,Midtown,40.75454,-73.97083,Entire home/apt,103,6,0,0.0,1,0,0.0,0.0,0.0
11655,Brooklyn,Williamsburg,40.70697,-73.94291,Entire home/apt,150,1,1,0.02,1,0,2015.0,11.0,29.0
11656,Queens,Long Island City,40.74495,-73.9557,Private room,90,3,34,1.02,1,3,2019.0,7.0,6.0
11657,Manhattan,Washington Heights,40.85479,-73.93313,Entire home/apt,150,5,6,0.14,3,37,2016.0,11.0,26.0
11658,Manhattan,Lower East Side,40.72004,-73.99026,Entire home/apt,190,1,2,0.05,1,0,2015.0,11.0,25.0
11659,Manhattan,Upper East Side,40.7834,-73.94556,Entire home/apt,95,2,0,0.0,1,0,0.0,0.0,0.0
11660,Manhattan,Lower East Side,40.71334,-73.99025,Private room,75,1,91,2.07,3,0,2018.0,10.0,8.0
11661,Brooklyn,Williamsburg,40.71238,-73.9559,Entire home/apt,150,3,12,0.28,1,0,2016.0,7.0,19.0
11662,Brooklyn,Bedford-Stuyvesant,40.67852,-73.94377,Private room,48,15,0,0.0,1,0,0.0,0.0,0.0
11663,Brooklyn,Clinton Hill,40.69161,-73.96572,Private room,65,30,8,0.18,1,18,2019.0,1.0,5.0
11664,Brooklyn,East Flatbush,40.64509,-73.94825,Shared room,27,30,7,0.16,7,342,2019.0,3.0,20.0
11665,Brooklyn,Prospect-Lefferts Gardens,40.66086,-73.96159,Entire home/apt,150,2,123,2.74,2,263,2019.0,7.0,1.0
11666,Manhattan,Washington Heights,40.83559,-73.94552,Private room,75,2,53,1.18,1,0,2018.0,6.0,29.0
11667,Brooklyn,Williamsburg,40.71254,-73.96849,Private room,80,2,38,0.89,3,0,2018.0,7.0,28.0
11668,Manhattan,East Village,40.72162,-73.97923,Entire home/apt,185,2,4,0.09,1,0,2016.0,9.0,10.0
11669,Brooklyn,Bushwick,40.69342,-73.91116,Private room,55,1,2,0.05,1,0,2016.0,10.0,1.0
11670,Brooklyn,Sheepshead Bay,40.59631,-73.95743,Entire home/apt,98,2,12,0.27,1,320,2018.0,6.0,24.0
11671,Brooklyn,East Flatbush,40.65422,-73.93784,Entire home/apt,165,1,232,5.18,4,231,2019.0,6.0,23.0
11672,Brooklyn,Prospect Heights,40.67939,-73.97126,Private room,75,4,40,0.89,1,0,2016.0,9.0,30.0
11673,Manhattan,Upper East Side,40.76773,-73.95456,Entire home/apt,145,1,3,0.07,1,0,2016.0,1.0,2.0
11674,Manhattan,East Village,40.73164,-73.98454,Entire home/apt,135,3,10,0.23,1,0,2016.0,3.0,24.0
11675,Queens,Astoria,40.76352,-73.91353,Private room,50,2,1,0.02,1,0,2015.0,11.0,3.0
11676,Manhattan,Tribeca,40.72024,-74.00866,Private room,100,1,25,0.72,1,0,2017.0,10.0,20.0
11677,Brooklyn,Bedford-Stuyvesant,40.69045,-73.95852,Private room,100,6,0,0.0,1,0,0.0,0.0,0.0
11678,Manhattan,East Village,40.72281,-73.97768,Entire home/apt,130,1,6,0.13,1,0,2015.0,12.0,30.0
11679,Manhattan,SoHo,40.72558,-74.00195,Private room,145,2,1,0.02,1,0,2015.0,10.0,27.0
11680,Manhattan,Inwood,40.86444,-73.92899,Private room,45,5,0,0.0,1,0,0.0,0.0,0.0
11681,Brooklyn,Williamsburg,40.70994,-73.94915,Entire home/apt,120,7,9,0.21,1,0,2018.0,12.0,11.0
11682,Manhattan,Harlem,40.81185,-73.94579,Private room,90,2,67,1.54,1,211,2019.0,6.0,22.0
11683,Manhattan,East Village,40.732,-73.98518,Entire home/apt,190,1,0,0.0,1,0,0.0,0.0,0.0
11684,Manhattan,Upper East Side,40.76717,-73.95317,Entire home/apt,250,2,3,0.07,1,0,2016.0,7.0,30.0
11685,Brooklyn,Park Slope,40.67036,-73.97776,Entire home/apt,90,5,1,0.02,1,0,2016.0,1.0,5.0
